DW_CLIENTE;customerKey;customer;address_number;business_family;business_unit;customer_type;division;line_of_business;phone;region_code;regional_sales_Mgr;search_type
678cb0574db014df105839159f63b24a5e84620640984817d2101799363d7861;10023495;Safe Shop;10023495;R3;1;G1;1;M1;816-455-8733;5;S19;C
cd4cd6b15b79c6fd671060ad56c9bd18a4a2979e4db5872d7190fd9a6e4ba51f;10011546;Farrell Supermarket;10011546;R3;1;G2;1;Não Informado;816-455-8733;5;S1;C
ddbfbf041f11bdc3eec588c75a35becf5ccc5df37c7263bb4934247f449d682b;10015011;Hederman Supermarket;10015011;R3;1;G1;1;M1;816-455-8733;5;S19;C
c75598ed762e6e8d7d5c5c080d7910be6a18c8e083219f8be8c6383a7f055271;10020491;Nbase Shop;10020491;R3;1;G1;1;M1;816-455-8733;5;S16;C
4b80d2bd39efab64fabf3d45b78150cd8949e7c699a7f3f30361cbccdacf21ff;10013871;Grove Supermarket;10013871;R2;1;G2;1;Não Informado;816-455-8733;5;S5;C
8e7a8a4b663bc13c5af0fcb0e16f73dacaef0556eca076db45104081e1f4521b;10015030;Hegemony Shop;10015030;R2;1;G2;2;Não Informado;816-455-8733;1;S5;C
b4f27377fe314fbb03780e28071da548fe5c605dce7a3be3943f143442b9b3dd;10021418;Panzl Shop;10021418;R3;1;G2;2;Não Informado;816-455-8733;1;S1;C
a2e8cf1ab1bafce76b608b93500a49a8674915960047f3996e175c705d9334e1;10022470;Racal Store;10022470;R3;1;G2;2;Não Informado;816-455-8733;2;S5;C
552c3b880305d2f8ed282add674d92c1032915135ccaddf47de244eb987f0198;10021911;Ping Shop;10021911;R3;1;G2;2;M1;816-455-8733;2;S16;C
5597f18b157e94d72db07ef5186bc4c59be78de7342539d312a0cef4bb7b2f0e;10016609;Homestead Market;10016609;R1;1;G3;1;Não Informado;816-455-8733;0;S21;C
83364773d817a7cbe1daf1dfa9362d97bd7cc4905e1ac5ad3f8faef4ed5f0d5c;10005861;Big Supermarket;10005861;R3;1;G1;1;M1;816-455-8733;5;S19;C
e1a055346ff8ccb3bd5bfa8816b3d621c9df2e2772427e94529d7a0ee2ae8db8;10009654;DCS Store;10009654;R3;1;G2;2;Não Informado;816-455-8733;2;S16;C
6076b318dd903fb4657356bb3c2a6394eb9584c149c8f8dc581cb4a09b542151;10013188;Gartner Supermarket;10013188;R3;1;G2;2;Não Informado;816-455-8733;2;S16;C
8cbabb73153457fda4891cdbcc27bfed89a6d1021034c96451f5a2fdc1adcb17;10019514;Kimball Supermarket;10019514;R2;1;G2;1;Não Informado;816-455-8733;5;S4;C
084de30687251bd00aed7ab461c6af276ff490ad27e5c74425b83c94e9037730;10026861;Xyplex Shop;10026861;R3;1;G2;2;Não Informado;816-455-8733;1;S16;C
2a4b16ee8404faea1e8c6109ccc96c766a776c0fda45abe96bc545ce7439c373;10025034;Talou Shop;10025034;R3;1;G2;2;Não Informado;816-455-8733;1;S4;C
6d52e1208965ffad06b93852f0fafba2743ea0083edece3aab75c389105b2882;10026438;PLAINFIELD Market;10026438;R3;1;G1;1;M1;816-455-8733;5;S19;C
22c0b2e9d3d3c9277621382a928e074771131f9f96dc999f4b08b66dbf7b4bf8;10014546;Hauppauge Supermarket;10014546;R3;1;G2;2;Não Informado;816-455-8733;1;S16;C
32ed09d6de9094198b125ce8bb794760398537e4c60cd2aa60b51399edab3f13;10005006;Betacorp Shop;10005006;R1;1;G2;2;Não Informado;816-455-8733;1;S11;C
2ad35ce6da6c0f9855e0a67345331d2cda37f5f2a703c5c8fc1cfd3cbf5082b4;10019909;LiveWORLD Shop;10019909;R2;1;G2;2;Não Informado;816-455-8733;4;S5;C
b8f9f952fa6cf55cb748a57ce0ccfd8ef3950786d309827693fd4e8a9f2b4db5;10016047;High Store;10016047;R3;1;G2;2;Não Informado;816-455-8733;2;S16;C
e8492f783a7ac3bff43fc31ebf0789ad73fec15b3b290e893612da4b91df34a5;10008596;Capitolnet Supermarket;10008596;R4;1;G2;2;Não Informado;816-455-8733;2;S18;C
20fd30b2e433397a567c486bdc1b1e5e780b271fb7acbda923e8e4b5bad46bb8;10020266;Maxwell Supermarket;10020266;O2;1;G2;1;Não Informado;816-455-8733;5;S12;C
d4c151205315ea3064adb00831073376df5a062a1e79b5538fe69d04133c9bb5;10013332;GateMaster Shop;10013332;R3;1;G2;1;Não Informado;816-455-8733;5;S16;C
5fc7620e92ae48e2d1acd34c9b2382ac8ef88c3c46ecdc2f20fd0fe8a37c9109;10008638;CAPTA Shop;10008638;R3;1;G2;2;Não Informado;816-455-8733;3;S1;C
92cc0e8e31c9d9db0d66776649b018482ba5468c65c247144f6493d3b55793f1;10011499;Farmland Supermarket;10011499;R3;1;G2;1;Não Informado;816-455-8733;5;S14;C
3966a522058fea415866989757275f5459ab7b480edb059e4c8842dc9c363bed;10009642;David Store;10009642;R3;1;G2;2;Não Informado;816-455-8733;4;S16;C
253a51cf3d723604e111ee6fe036af23e761ff905791397f885f8fb181a65275;10023244;Revolutionary Supermarket;10023244;R2;1;G2;2;Não Informado;816-455-8733;2;S5;C
f7eef8be5db193bcf13ef10a41d201054bea5022b0e650dcc22c47a63f49aa16;10020962;Output Supermarket;10020962;R2;1;G2;2;Não Informado;816-455-8733;3;S5;C
148ec9762151e289450a2641b04abbece090686de3631b74db711bea0186ae53;10025353;Total Store;10025353;R2;1;G2;1;Não Informado;816-455-8733;5;S5;I
52e1010f920c2b09a56e24ca56770d4ced42f8216397af3fa38c35e096c3d8fc;10019469;kGS Shop;10019469;R3;1;G2;1;Não Informado;816-455-8733;5;S1;C
b1a24d4e7a8c3c851f6a21e126f9608a84fb0b83bbeff75d342ea38e98a30e7a;10006848;BizNet Supermarket;10006848;R3;1;G2;2;Não Informado;816-455-8733;3;S1;C
4e714bb13a7155e0108d96089bce4ea060bbce5a4e99769e89ae370684195330;10018371;Joy Supermarket;10018371;R3;1;G1;1;M1;816-455-8733;5;S19;C
b7579e8596474c0525b7a061c297f7d9d777a90a880d6e19e9bc4801d7c675d4;10017290;Id Shop;10017290;R3;1;G1;1;M1;816-455-8733;5;S16;C
8f48cc0175486edf806bd2d5076131e9374dfea781caaf7ff719379dd6f83a08;10025061;Target Store;10025061;R3;1;G2;2;Não Informado;816-455-8733;4;S9;C
c877f25819d93386680a6d1c1ef5c0dcacdc1fa66a97a9e656c6a7b279678c44;10026334;Wayne's Market;10026334;R3;1;G2;1;Não Informado;816-455-8733;5;S16;C
00600528dfbc54f653a6114510dcecfa9b98b74f58584a270d34d7566f875927;10013039;Gamma Supermarket;10013039;O2;1;G2;1;Não Informado;816-455-8733;5;S12;C
8e0ac22b1b0df28b4418350c4d7d245258a4db8df556cfb2ef1a8fdfb77c4f0b;10020247;MAXSTRAT Shop;10020247;R2;1;G2;1;Não Informado;816-455-8733;5;S5;C
3c76882f1365cf3164971da6fbdd28ae5c8ee14c3b573f7ff5683879c9c1aeca;10021422;PAP Supermarket;10021422;R1;1;G2;2;Não Informado;816-455-8733;1;S4;C
7291bdebba55bb22b54e007c00122f78c39fe2573b8cbe8216996eee423c2b32;10024006;ScotGold Market;10024006;R3;1;G2;2;M1;816-455-8733;4;S16;C
9f2315f9cdd419a98519b9bc673aede86a297edb5dc2da0289d68cb3b77e80bb;10017314;Idyllwild Shop;10017314;R3;1;G2;2;Não Informado;816-455-8733;2;S14;C
8cb582b153d35b2602651e96678c25921f3d29c7f0eacce4ba7ce94509f6bcda;10024880;Sun Supermarket;10024880;R3;1;G3;1;Não Informado;816-455-8733;5;S8;C
e72bb98a73f602b3226a08d94149fc4749549021461ceb1769d1c5c0bcc9d58e;10011600;FCS Shop;10011600;R3;1;G2;1;Não Informado;816-455-8733;5;S5;C
5f60b0c3a8818e027abe7f92968c720df8f1366a01f812ffb7743b561c58ecfb;10023703;Sarcom Shop;10023703;R3;1;G1;1;M1;816-455-8733;5;S19;C
9d8144810dd833172fc120649ca1c092c1bf3e2e861f165b1b22021321c8b2da;10025033;Tally Store;10025033;R3;1;G2;2;Não Informado;816-455-8733;1;S16;C
216f50189cd024721daf3ec7e768718e302fe5729768ea14679f7ece7bba0684;10027381;Zero-Knowledge Supermarket;10027381;R3;1;G2;2;Não Informado;816-455-8733;1;S16;C
6724b953e395b5bf9cf9c1a1b790aae21e80209ad8a5baa1d3d0d1e8ba4a52e1;10021223;PacificServ Shop;10021223;O2;1;G2;2;Não Informado;816-455-8733;4;S12;C
1e910a6d6e852857feb36ad3a0d0730b20c666ed37863aa8b9cf7f825922a7e9;10023509;Safetynet Shop;10023509;R3;1;G2;2;Não Informado;816-455-8733;2;S1;C
2fd66618d5d22a8919c46797e12cb30278f97c424abbf6334e675cd63a537563;10025549;UNIS Supermarket;10025549;R2;1;G2;2;Não Informado;816-455-8733;3;S5;C
3fc89a4e0b4bd67ae38acc82d98381f8a19c1c59ca00afdef0a4a6a195c7ace6;10023235;ReviewBooth Shop;10023235;R2;1;G2;2;Não Informado;816-455-8733;2;S3;C
96c34849bcc3bc8881b015edb32abcf6999c3eebb509a79e3b9ed80ab530e1d2;10011521;Farr Market;10011521;R2;1;G2;2;Não Informado;816-455-8733;2;S5;C
a10b6cc203228243aae97515c72112c048c1b3b1e9ef44775085004944a4a72e;10011842;Fentek Market;10011842;R3;1;G2;1;Não Informado;816-455-8733;5;S16;C
ce7b153b8b922438c30c238f1b4cb714a77d87ab8956409eb2444fe9be247acc;10023511;Sage Supermarket;10023511;R1;1;G1;1;Não Informado;816-455-8733;5;S13;C
fc89e0b1d5e7ff88936484cfc2c1cffc3c9ea3c7b30abead77dc43b78756e958;10021184;Pacific Supermarket;10021184;R3;1;G2;2;Não Informado;816-455-8733;1;S16;C
2b6802fad8a7a0ef7e7f4bdec34926b92df0fdeb4a983460cccdbc3d577fccfc;10014533;Harvey Shop;10014533;O2;1;G2;2;Não Informado;816-455-8733;4;S12;C
d5b85169234ebfe5d7e053b55d60a2c60bd4c0e98d98509e0240e5ee47d8570a;10025558;Unisys Shop;10025558;R3;1;G2;2;Não Informado;816-455-8733;2;S1;C
aec065b86e007739b359942e430a41ab69751a413801d289a9acc56308580108;10016542;Holy Supermarket;10016542;O2;1;G2;2;Não Informado;816-455-8733;2;S12;C
2fb439754c15a8ec12e995676d031f62764a54e75b4692f88f31f1c20c5895df;10020639;NECX Market;10020639;R2;1;G2;2;Não Informado;816-455-8733;2;S5;C
e21b0b18faae076db2d8b05148a3abd8c574a951daf1a4ba1cccc30c948e5eb0;10012715;Fokas Midstore;10012715;R3;1;G2;2;M1;816-455-8733;3;S16;C
044dbc3d1491c18e8eef16444a7693b4c4db50126436af1f27fe2b621f54967c;10025296;Trust Supermarket;10025296;R3;1;G2;2;Não Informado;816-455-8733;4;S1;C
305f0aa7fa9ed0b282f434666aa1db98b51c941fb1edef05ccd2e87aa6992920;10002526;Active Shop;10002526;R3;1;G1;1;M1;816-455-8733;5;S19;C
f7e949a7f5cd2cfb8612bac1a5c33eb1a2121a0b0d19f848fe98ee158b9efa48;10022183;Quantex Supermarket;10022183;R3;1;G2;2;Não Informado;816-455-8733;1;S1;C
85e1f7d8fa04ce449e031cf98df1ee6aa38decba57b3fdd6ca797f67ce01543d;10012226;Fills;10012226;R3;1;G2;2;Não Informado;816-455-8733;4;S13;C
6975fd0e188b0bea69a8b59a88641ad9f5cea1d4ac531417b6ffc5d6459ecd63;10016045;High Supermarket;10016045;R3;1;G2;2;Não Informado;816-455-8733;4;S16;C
ea4b16f57bfb707e3c6b6050c1d19eca9a553a99d8e1a63bf267b8d6babc23f5;10021415;Pantech Supermarket;10021415;R3;1;G2;2;Não Informado;816-455-8733;4;S1;C
527fbea0e536b45e879df4f182efda564155bdc9ba6dc90f1ad9ecdcc8c640e1;10016548;Home Superstore;10016548;R3;1;G2;2;Não Informado;816-455-8733;2;S16;C
a09e35cb9687e739303c48bb0ec2ff31a54a1d0daf36005ffd3f8f80dfc7944d;10022678;Rave Supermarket;10022678;R3;1;G2;2;Não Informado;816-455-8733;3;S16;C
08835119525a9c122964d1b30ef5e02b61b443f642b614d93402e60bfc8cc5bf;10020256;Maxtor Shop;10020256;O2;1;G2;1;Não Informado;816-455-8733;5;S12;C
08a3716d94b6137139c63fc9c6f0048c58057fff2e426d86687f62c99416eaa9;10024262;Signature Shop;10024262;R3;1;G2;2;Não Informado;816-455-8733;1;S16;C
953445ab6fef7171f9953ddffbf1780cae78ed8f3c9292bac1a633637105152e;10023783;Saturnus Supermarket;10023783;R3;1;G2;2;Não Informado;816-455-8733;2;S16;C
3d5411c7a3a966463a1c13265cecfc784512755fbc9e5e584f1d3588f2b43ab2;10027560;Zilog Shop;10027560;R2;1;G2;2;Não Informado;816-455-8733;2;S1;C
2a8e74fcc751041dc06ba95effcc205fd692d811b06bd5abfaf5e2570be09d9f;10021283;PageBoy Shop;10021283;R3;1;G2;1;Não Informado;816-455-8733;5;S1;C
eb2307b8a6296ff6ffaee2472deb7020f2b21503797714fefcea17aa0e4caeaa;10003857;Beckman Market;10003857;R3;1;G2;1;Não Informado;816-455-8733;5;S1;C
a3ebef084d83cc4363ce21c7a42f7e8b437a3b7a2bb21383323f253c334bc9c2;10025052;Target Gigstore;10025052;O2;1;G1;1;Não Informado;816-455-8733;5;S1;C
ca38108f9bd02ae33c2ff066ca34918f1334453af393722824ef993d1e218519;10014043;Guarantee Supermarket;10014043;R3;1;G1;1;M1;816-455-8733;5;S18;C
be8707c39c70cdcc0425ccb2ceb4988dbeaf23e22d1151f0583a4bad69da3ac1;10009633;Dan Store;10009633;R3;1;G2;1;Não Informado;816-455-8733;5;S16;C
78f0d38afef2b422dfa778a7acfbbdd7c7270b04e95b488cfb5eb6bdca0a1a63;10006846;Bizmarts Shop;10006846;R3;1;G2;2;Não Informado;816-455-8733;1;S1;C
740693f21dc0803b5833ec071475656cfffd5f56a31de3a31f68180aa08989ab;10025291;Trend Market;10025291;R3;1;G2;2;Não Informado;816-455-8733;4;S16;C
3ea8fc7ce9316d8b7f673251a6be2a2dfcf60ea0d7c66e6810c13cc667302920;10007355;CAF Market;10007355;R3;1;G2;2;Não Informado;816-455-8733;2;S16;C
3929fa437583b740c8aa7072e20ba4bf606520e8c02b8cb193378954bd77a089;10026365;Whites;10026365;R3;1;G2;1;Não Informado;816-455-8733;5;S16;C
b4d4960b9b71630f3a2cc2e5643832429bb6f8a44871317d66e1df04630015c5;10006919;Hoovey SuperStore;10006919;R3;1;G1;1;M1;816-455-8733;5;S19;C
9654f9ea9405cb5952956805eab6b42f188e2509af61b4afb1562533eaa30c56;10007457;CalComp Shop;10007457;O2;1;G3;1;Não Informado;816-455-8733;5;S1;C
9eb2c016b9586d03449edab886afbb52ff9fdc3e78d9c73d354c6d7c46e01d48;10026843;XVT Shop;10026843;R3;1;G2;2;Não Informado;816-455-8733;1;S1;C
1f9cccf2bf7a37f016ce2f7221b8dc2dabb8de0fe83fdfcd25140ec11673ce9c;10021736;Patton Store;10021736;R3;1;G1;1;M1;816-455-8733;5;S19;C
56716194e55a79e8f32b056103eab4e6a58b845688894203c6a5b5b207e6edba;10024999;TAGnology Shop;10024999;R2;1;G2;2;Não Informado;816-455-8733;4;S5;C
21f305087c7da50f501818af1995619cc3308bec1d50e1fa92883e3bb71390de;10026348;WDND Shop;10026348;O1;1;G2;2;Não Informado;816-455-8733;2;S5;C
b3af05f3a71fbf9b9f572279b6da8867563dfe590bbd237452d421b2a5bd87e8;10019105;Kensington Market;10019105;R3;1;G2;2;Não Informado;816-455-8733;3;S1;C
41413f389e3531b83c8dc9bd4b86e7e21dfa99b9db9af518cdae19bcb1a49349;10019942;LMAO superplace;10019942;R3;1;G2;2;Não Informado;816-455-8733;4;S16;C
f3f8b50b417f837504e0372e27009a81f5c7928c72b0ea515bbec9c7226d9349;10026062;Venable Shop;10026062;R2;1;G2;2;Não Informado;816-455-8733;2;S5;C
